issuer_name,market_cap_usd,net_income_usd,hist_pe,hist_book_px,hist_fcf_yld,hist_ebitda_ev,hist_roe,hist_roic,hist_roa,hist_gross_profit_usd,hist_net_chg_lt_debt_usd,hist_net_debt_usd,hist_ev_usd,hist_asset_turnover,hist_capex_sales,hist_capex_depr,hist_rd_exp_usd,hist_eps_usd,return_usd,vola,beta,shares_outstanding,shares_float,top_1_shareholder_percentage,top_2_shareholder_percentage,top_3_shareholder_percentage,yeo_joh_market_cap_usd,yeo_joh_net_income_usd,yeo_joh_hist_pe,yeo_joh_hist_book_px,yeo_joh_hist_fcf_yld,yeo_joh_hist_ebitda_ev,yeo_joh_hist_roe,yeo_joh_hist_roic,yeo_joh_hist_roa,yeo_joh_hist_gross_profit_usd,yeo_joh_hist_net_chg_lt_debt_usd,yeo_joh_hist_net_debt_usd,yeo_joh_hist_ev_usd,yeo_joh_hist_asset_turnover,yeo_joh_hist_capex_sales,yeo_joh_hist_capex_depr,yeo_joh_hist_rd_exp_usd,yeo_joh_hist_eps_usd,yeo_joh_return_usd,yeo_joh_vola,yeo_joh_beta,yeo_joh_shares_outstanding,yeo_joh_shares_float,yeo_joh_top_1_shareholder_percentage,yeo_joh_top_2_shareholder_percentage,yeo_joh_top_3_shareholder_percentage,issuer_cntry_domicile_name,cntry_of_risk,gics_sector,gics_sub_ind,top_1_shareholder_location,top_2_shareholder_location,top_3_shareholder_location
SOCIETE GENERALE SA,20709977278.0,3441932192.0,5.909143963,0.278311007,-46.94479012629586,5.8362933334500005,4.268238236,0.642680481,0.201879869,9672143655.485714,38801195200.0,389927000000.0,71009529083.70897,0.01630573,4.880788666897561,1.644917489,394648348.61,3.789850344,-0.039513628,0.29661567,1.390278926,802979942.0,777381632,15.261,5.09,4.476,0.4834248615146183,0.3968665646935392,-1.4636079414126304,-2.044291128916266,-0.6072083036605641,-0.1575794895692462,-0.2429687408038457,-0.0544014330795524,-0.4891358163959315,0.3185944734361393,5.353862938681533,2.908349272757316,0.1657980726069717,-1.8487174695195172,0.1131926441701539,0.0868720006702609,0.5850939759919512,0.0014478524604773,-0.3031021680881033,0.2730866577878092,0.8251920526056861,0.5688310413117962,0.6999915324562745,-0.2351077252351402,0.3183911119347267,1.53698216190306,France,FR,Financials,Diversified Banks,United States,France,Luxembourg
SODEXO SA,16653905880.0,842732738.7,18.91332489,2.464383299,5.268821778,6.578413318,17.72915039,5.478857288,3.80687539,2886943387.0,-282425100.0,4686783600.0,21353696280.0,1.08534305,1.493130715,1.90960452,0.0,5.773886774,0.186142587,0.193880607,0.359006576,147454887.0,83449240,16.096,4.113,2.166,0.3308503551576649,-0.1044710238903599,0.0377777947909608,0.1293236641203347,0.0637121079574594,-0.127397948902761,0.0821882740875969,0.0079853594088777,-0.1031313800764387,-0.2967799013751759,-0.1348386676552444,-0.0051842732575152,-0.1230661164961765,0.9599783550329188,-0.9493644949681896,0.3326901952048118,-1.6387458146997609,0.0055217146195989,0.3965764001848365,-1.019165544263551,-1.189000990010933,-0.5336073407692848,-0.7341315591543075,-0.1697116626881232,0.0532703572013489,0.3228290257607604,France,FR,Consumer Discretionary,Restaurants,United States,Luxembourg,France
SOFINA SA,8285981940.0,-546091640.4,15.971566896140244,0.806380725,15.67246009,5.8362933334500005,-5.462648611,-5.1637398,-5.078188383,9672143655.485714,31090111.3,688534935.6,8974516876.0,-0.047503151,-0.02911429,1.644917489,394648348.61,-15.9323666,0.022475804,0.28153099,1.590229763,34250000.0,15552925,3.825,1.229,0.679,-0.1595483680979195,-0.5215431688755191,-0.1611249818261769,-1.1292283717848266,0.4463480067234166,-0.1575794895692462,-0.4869748283950207,-0.1697922585190357,-1.0610868645935734,0.3185944734361393,0.046996713427505,-0.0371395539263535,-0.1956841595593144,-2.175737994110828,-2.318642203025204,0.0868720006702609,0.5850939759919512,-0.0887005167531937,-0.0968670501689025,0.1198600337594475,1.0821354405779091,-1.4315217372324467,-1.6843543611916278,-1.5566115770078437,-1.2014393841713769,-1.230950860709222,Belgium,BE,Financials,Multi-Sector Holdings,United States,Norway,Ireland
SOHGO SECURITY SERVICES CO.LTD.,2759312955.0,187801482.2,15.67710772,1.250665395,12.84860454,19.92852822,8.312292719,7.400670623,5.144551608,894078136.7,-1714133.0,-887391405.0,2069231190.0,0.992820821,2.945764816,1.4571797651261262,4254939.308,0.371405719,0.023666648,0.192349636,0.162882509,510200210.0,363636608,11.268,6.582,1.891,-0.9374688174374952,-0.2346767143002104,-0.1834554165147723,-0.6443704562501519,0.3348887307908004,0.4483945714178744,-0.1446575034347001,0.0298772942948506,0.0395857048168121,-0.4955469655078972,0.040594875340985,-0.0550971462134709,-0.2365209270595999,0.8202469913838532,-0.3609215232746675,-0.1187289755975022,-0.5103771300299192,-0.0068296540657191,-0.093018894256125,-1.0436242973755665,-1.815143928165566,0.2672999887039849,0.1881952429957633,-0.5854586478108486,0.6510505424772167,0.1103474843729361,Japan,JP,Industrials,Security & Alarm Services,Japan,United States,Luxembourg
SOLAREDGE TECHNOLOGIES INC.,3929064598.0,217541000.0,22.08072875,1.577661739,-3.226307143,10.22476371,9.577960138,5.732803169,5.085882614,1021295000.0,-2078000.0,-730888000.0,3198176598.0,0.8302304,4.907656203,3.74715115,325440000.0,3.87,-0.770894756,0.631818234,2.808275377,56811229.0,56219764,37.883,3.589,3.474,-0.6867035538055981,-0.2286565686169486,0.2136221759817179,-0.3776086633703532,-0.1405016991867387,0.0244464890848928,-0.1140287901127097,0.0109397864088857,0.0333301106602344,-0.4822119668572832,0.0403985438284539,-0.0529040642212569,-0.2298099824265432,0.546305277955134,0.118417726541951,1.2964461535310303,0.5234952001918831,0.0016193543006586,-3.612120912946072,2.035502209021123,2.223403887166385,-1.125510938242345,-0.9669593511077808,1.0551633159534923,-0.1105152593200002,1.1022129110863073,Israel,US,Information Technology,Semiconductor Materials & Equipment,United States,Luxembourg,Ireland
SOLVAY SA,2948170201.0,1148022683.0,1.521735976,0.293162872,22.48224542,37.89515125,11.46299851,7.811035712,4.875504558,4232198969.0,-1331924400.0,1758063600.0,6131090401.0,0.634949431,7.571428571,1.378413524,306495358.1,11.0530556,0.4825757,0.283796115,1.255118044,105876416.0,70852504,8.484,5.245,2.683,-0.8904422459138753,-0.044710106520648,-3.378427586236955,-2.010335951070976,0.7321582666478352,1.2788909468491183,-0.0685056142909269,0.0344267501232023,0.0108958034916961,-0.1696710149196511,-0.8381702004455954,-0.0285106710645135,-0.212450484241397,0.1578676969863433,0.5311625739065814,-0.2144060548067261,0.5046610618977876,0.0152016465670346,1.1477421727519066,0.1435449957791977,0.6346707053760837,-0.7414472780353589,-0.831319835229422,-0.8807904035154646,0.3565217486394096,0.669356024037794,Belgium,BE,Materials,Diversified Chemicals,United States,Luxembourg,Ireland
SONIC HEALTHCARE LIMITED,10118829920.0,461062468.0,22.1862069,1.95770898,6.065183026,9.648727228,9.127251786,6.876616989,5.358419772,7249271442.004221,-9676370.7,1535527913.0,11777973084.0,0.639031751,4.763465259,0.616388774,0.0,0.981379241,-0.006176116,0.228535284,0.605570754,477157810.0,403457824,12.068,10.783,4.605,-0.0188919889246092,-0.1798716980937359,0.2189377354014078,-0.1298261620403709,0.0897830435902742,0.0001143552473008,-0.1249295156466158,0.0240079085753415,0.0623867347068534,0.1049217058994245,0.0361387581844759,-0.0302981699180986,-0.1791941049643396,0.1667783934861754,0.0900423492404103,-1.6062230563019049,-1.6387458146997609,-0.0051491095803995,-0.1907324496876469,-0.5115446543432635,-0.5542809948554308,0.2231930459872398,0.2567105527415231,-0.5094482980340509,1.3217760455732162,1.5861246382409375,Australia,AU,Health Care,Health Care Services,Australia,United States,Ireland
SOUTH32 LIMITED,9972195408.0,-173000000.0,5.521838031,1.06322998,2.898357914,5.787150291,-1.716610439,0.327984819,-1.1197411,2645338519.229236,-49000000.0,483000000.0,10454195408.0,0.480841424,11.95315655,1.3875,0.0,-0.038,-0.302492291,0.291245988,0.794819204,4529258568.0,4235164928,8.823,7.715,1.106,-0.0291591119321025,-0.3502465957861665,-1.5590862746395753,-0.8279684468801499,-0.0091679887903451,-0.159567954505444,-0.3913490598119258,-0.059209560038311,-0.6317035010923026,-0.3200587302129691,0.012775430247199,-0.038813510157433,-0.1869763643645163,-0.2083426818584982,0.958415949351746,-0.2030546306870689,-1.6387458146997609,-0.0080587760822384,-1.3081024043127596,0.2197417887166923,-0.1493640322898645,1.7645927060615674,1.9373824016836267,-0.8418135166881128,0.8627184049062786,-0.656601007399423,Australia,AU,Materials,Diversified Metals & Mining,Australia,United States,Ireland
SOUTHWEST AIRLINES CO.,17996723322.0,498000000.0,19.19872814,1.706012316,-2.264238788,11.37843593,4.690148804,0.93818543,1.386105544,3351945996.4182982,-201000000.0,-2274000000.0,15722723322.0,0.726202405,13.49124219,1.4571797651261262,0.0,0.84,-0.129408959,0.315621183,1.241762664,596115380.0,593787200,50.933,1.233,0.85,0.3851599014767745,-0.1725293311294262,0.0550524046992277,-0.287555726976754,-0.125269337585159,0.0735152200752962,-0.2326726186520321,-0.0500384287111894,-0.3620152262855111,-0.2523997863895403,-0.0824653142387749,-0.0746935939954433,-0.15604088243435,0.3485605615878623,1.0692369969841735,-0.1187289755975022,-1.6387458146997609,-0.0055261252036259,-0.6230298345720158,0.451866393740722,0.6150197788809278,0.3702266864550459,0.5156108660181098,1.5630331563722737,-1.1987370186236133,-0.9824126425641834,United States of America,US,Industrials,Passenger Airlines,United States,Ireland,United Kingdom
SOUTHWESTERN ENERGY COMPANY,7302709681.0,5116000000.0,8.737986915,1.117133247,5.817824346,40.3611564,128.6882153,23.43074488,39.23764237,3939000000.0,-763000000.0,4248000000.0,11550709681.0,0.629673659,28.31912302,3.332623355095238,0.0,4.64,0.227777778,0.380148873,1.209996525,1101464507.0,1094418304,33.257,0.738,0.495,-0.2485748180253728,0.7146461312057385,-0.9267561674454644,-0.7724421954307974,0.0816101541219828,1.3961116257821202,2.6966865911437337,0.189327872314361,3.650849051683364,-0.1970592823883581,-0.4523516017040256,-0.0086621537808246,-0.1805296479767284,0.1462965142858496,1.7172140655660937,1.1488640501107985,-1.6387458146997609,0.0032347437809601,0.5119729678422406,0.9584250486333736,0.5676454906615884,0.7818556417020291,0.9387887854299268,0.8462763982810949,-1.5761662403409396,-1.5338147910713094,United States of America,US,Energy,Oil & Gas Exploration & Production,United States,United Kingdom,Luxembourg
SPARK NEW ZEALAND LIMITED,5908530239.0,699456578.5,29.34767618,5.059487021,2.870946836,15.21160139,66.47144949,34.92398843,26.17921808,11905944632.544285,-22605100.0,1024599100.0,6933129339.0,0.893783877,12.25806452,1.405325444,0.0,0.374070611,0.032225893,0.139659936,0.503281717,1814155480.0,1812857344,10.596,2.333,1.984,-0.3980775383310905,-0.1326676292777432,0.5208723764826072,0.861081683705728,-0.0099623077935397,0.2393775048465415,1.2385896348336092,0.2908204364713515,2.2712249913108606,0.5117996311152485,0.0286064353834854,-0.0344163037720079,-0.2077161713559239,0.6580797664124002,0.9815762886230902,-0.1810289543747743,-1.6387458146997609,-0.0068219680134346,-0.0654818647591505,-2.0099881067039607,-0.8006771447677229,1.1230582607828064,1.300977387890046,-0.6520456945711889,-0.5942622592831989,0.1847578149364759,New Zealand,NZ,Communication Services,Integrated Telecommunication Services,United States,Australia,United Kingdom
SPECTRIS PLC,4740715664.0,499059748.0,20.16613838,2.829317927,4.265950006,6.964930141,32.72511848,10.09450719,22.02025034,1004744716.0,-263478050.0,-193156040.0,4547559624.0,0.775837785,1.664725629,0.721068249,129492934.9,4.748493876,0.204760809,0.220321407,1.024916025,101312735.0,101284120,22.308,18.737,7.663,-0.5537439636789713,-0.1723188504937893,0.1113546743012136,0.2803907227641619,0.0319424892454851,-0.1115701096300611,0.4402302474344643,0.0590909184536605,1.831141389332418,-0.4839389565237414,-0.1225959649588525,-0.0454309954540188,-0.2218125098349733,0.4453368187244925,-0.861065602481455,-1.3439525150445164,0.2503440795706169,0.0034580011064397,0.4486366304068031,-0.6243032845277273,0.2723299033420794,-0.7689091517234943,-0.6177489066562525,0.2575089284773751,2.108957607708056,2.4702409419941045,United Kingdom,GB,Information Technology,Electronic Equipment & Instruments,United Kingdom,United States,Luxembourg
SPECTRUM BRANDS HOLDINGS INC.,2475559390.0,1801500000.0,71.690702,1.125488958,-20.40434836,0.600768098,95.29729158,-3.675748835,32.6536161,924300000.0,-1558000000.0,-179200000.0,2297059390.0,0.529055646,2.021378649,1.206543967,22500000.0,45.607595,0.269318086,0.268614896,1.034900703,30840406.0,29874374,41.521,1.304,0.979,-1.0146043401605285,0.0821632642988786,1.3562645812895888,-0.7640421707301929,-0.35148924912677,-0.3591849371602539,1.9157978958002948,-0.1365660903003143,2.9556092844788635,-0.4923661688244747,-0.9933461491827468,-0.0452392205967342,-0.2351647432609646,-0.0871225693948452,-0.6972336408745048,-0.4462683616409685,-0.1831819618047634,0.0643378125429277,0.6235381836942152,-0.0199961758546729,0.289167925555283,-1.494248117284105,-1.327435175313697,1.2074792777708467,-1.151554091397571,-0.8120688303937059,United States of America,US,Consumer Staples,Household Products,United States,Luxembourg,Ireland
SPIRAX-SARCO ENGINEERING PLC,9323560733.0,253565235.2,33.24345707,6.560614012,1.633762264,5.00751797,19.03599204,11.20956406,8.863531096,3351945996.4182982,483479920.0,1063947720.0,10388271413.0,0.720577709,6.351896219,1.646969697,270741179.5179233,3.446383993,-0.100281209,0.250196227,1.220190094,73612195.0,73518232,6.021,2.936,2.87,-0.0764795110919404,-0.221387318381774,0.6490504727520512,1.0856517959588678,-0.044365720792956,-0.1909331241483541,0.1135173043078742,0.0707889819826845,0.4355661669985293,-0.2523997863895403,0.1190888245962619,-0.0340983166328501,-0.1873641102222319,0.3372987733661161,0.3642412426919623,0.088962209831002,0.4661915567640387,0.0007050025254171,-0.5166694947164048,-0.234452267553992,0.5829460836468507,-0.9667074881850088,-0.8094747895033632,-1.198341543088356,-0.3428356023994262,0.7809035085290279,United Kingdom,GB,Industrials,Industrial Machinery & Supplies & Components,United States,Luxembourg,United Kingdom
SPIRENT COMMUNICATIONS PLC,898882279.8,70500000.0,12.37077135,2.467761192,8.894559313,12.584442,17.06815156,15.99534245,11.00874453,396500000.0,-2300000.0,-126500000.0,772382279.8,0.860868207,1.396698712,0.430167598,107300000.0,0.116278,-0.417010096,0.457196173,1.071380362,578646363.0,550602432,12.977,8.431,1.87,-1.7378969582733077,-0.2586675422014617,-0.4751038485308257,0.1308408760852515,0.1875154539329768,0.1252559049156631,0.0663304887046763,0.1190150356531666,0.6635848327694004,-0.5494813749968236,0.0402781290455173,-0.0445169989268556,-0.2442682949692162,0.6009893723387755,-1.0021855406728764,-2.1651109585169954,0.1986913679515037,-0.007583301369116,-1.810996234391265,1.4070898608487874,0.3497622358204846,0.350512394738861,0.4645114965904302,-0.4269491478732563,0.9828049854299716,0.0931574056200621,United Kingdom,GB,Information Technology,Communications Equipment,United Kingdom,United States,Ireland
SQUARE ENIX HOLDINGS CO.LTD.,4762492518.0,190491469.3,26.18804242,2.150249764,6.066431807,8.285772474,8.393483881,9.670256621,6.512423754,1225473003.0,-16147548.0,-1441120156.0,3323005454.0,0.867668161,2.680431119,1.183650153065574,11142171.58,1.589977066,-0.159282447,0.280356294,0.261960902,122531596.0,88186320,13.56,5.542,1.685,-0.5505014431001727,-0.2341313981521174,0.4003172003683192,-0.0233044995182168,0.0898244703625854,-0.0569711735090974,-0.1426910243325828,0.0545846051593485,0.1853497927591675,-0.4610781391997647,0.0323967408290224,-0.0628934653614218,-0.2290692033230014,0.6129218574931518,-0.4471065402338156,-0.4798380770514671,-0.3303066959180746,-0.0035924813353104,-0.7347928946773717,0.1074801258338876,-1.4825887213325464,-0.6500810861204904,-0.7011050123338186,-0.3760026219874996,0.4270275287072189,-0.0649400283144172,Japan,JP,Communication Services,Interactive Home Entertainment,Japan,United States,Norway
SS&C TECHNOLOGIES HOLDINGS INC.,15358349743.0,620200000.0,24.9051857,2.499613438,4.390689793,8.408533821,10.44908137,6.436430437,3.79552395,2579900000.0,-478400000.0,6627900000.0,22046649743.0,0.332276641,4.206648863,3.069892473,471000000.0,2.49,0.069532398,0.21369233,1.270679846,247515709.0,214946304,37.461,1.401,1.159,0.2740958914415284,-0.1483163759162131,0.3461180587395727,0.1450293068867344,0.0358248219123656,-0.0518590652409714,-0.0929783615402517,0.0190226641770678,-0.1043433126204226,-0.3263922787925113,-0.2629525700181269,0.0101539440811117,-0.1190132249322748,-0.6275532131586593,-0.0279401260149499,1.040171595955109,0.6430298203625929,-0.0014406652443036,0.0521164172582759,-0.7186024879089896,0.6573732272880475,-0.2036908802040814,-0.151444191873052,1.0368558331739297,-1.089376342680806,-0.5949324881077913,United States of America,US,Industrials,Data Processing & Outsourced Services,United States,Luxembourg,Norway
SSAB AB,7560217472.0,-1776580578.0,5.435544267,1.109453442,27.10334221,34.60794003,-21.75045825,-18.80192388,-14.42403624,-886642429.5,53839524.0,-1542933207.0,6024435539.0,0.941564573,4.818161888,8.922920948264368,174493868.54065874,-1.72601484,0.192501732,0.324810479,1.577477891,725652056.0,633681920,9.413,4.871,2.424,-0.2241425617819102,-1.1006300625225265,-1.5813536406548463,-0.7802108491659788,0.9375321710175486,1.123688890076059,-0.909426741158317,-0.5244372909499341,-2.0801971505052754,-2.881436468247097,0.0508421449695957,-0.0643318871680225,-0.2130803967085726,0.7380513644379212,0.1009034393126121,2.115896686855283,0.335042775562889,-0.0141182983706255,0.4144426791249925,0.5330175486378235,1.0665488303548838,0.5010870303538039,0.5598183618334293,-0.7761728329726291,0.262839404387051,0.5034121656417314,Sweden,SE,Materials,Steel,United States,Sweden,Luxembourg
SSE PLC,23255496156.0,709822490.8,52.396937212845366,2.261620764,4.501082763,5.19719409,7.224987665,2.5230822,2.115825342,2244335012.0,359258860.0,9826562360.0,36238285996.0,0.426230528,14.65438816,1.964902186,8387949.2853802815,0.655135233,0.041492605,0.173282037,0.686560778,1092899307.0,1092090752,9.513,4.409,2.205,0.5644641209860407,-0.1306238048561901,1.0845497568304066,0.0335631977273556,0.0392776266047809,-0.1833346043909184,-0.1710166014032639,-0.028309332886892,-0.283870946983596,-0.3590791159328542,0.0997741588952322,0.0353035496243926,-0.0361913771110696,-0.3539056284370565,1.1442261890493763,0.3786342216711317,-0.3858847345601154,-0.0060296903947174,-0.0359069342036903,-1.364254121429406,-0.3735861817789006,0.7765653009328829,0.9372859352815972,-0.7653079933144302,0.1385648420827086,0.3512090024358932,United Kingdom,GB,Utilities,Electric Utilities,United States,Luxembourg,Ireland
ST. JAMES'S PLACE PLC,4494129876.0,434855344.1,6.25230469,2.825161009,-46.94479012629586,5.8362933334500005,30.3310368,10.90324291,0.23298868,9672143655.485714,-212154140.0,-8258787680.0,-3764530644.0,0.080700567,0.052783109,1.644917489,394648348.61,0.798416094,-0.4300673,0.388995006,1.536629711,548604794.0,547688256,6.95,6.548,5.975,-0.591544462044035,-0.185088582882116,-1.3845796025079882,0.278803879265801,-0.6072083036605641,-0.1575794895692462,0.3832537212215293,0.0675955403630764,-0.4857897835166124,0.3185944734361393,-0.0896001637651387,-0.1606135944395166,-0.2799954656650555,-1.551590994408834,-2.19192074369078,0.0868720006702609,0.5850939759919512,-0.0056383087905275,-1.8708321435192403,1.0175393726652255,1.0159193634144863,0.3152269254647122,0.4609296265502989,-1.070548895322355,0.6442228950823,2.038308301962372,United Kingdom,GB,Financials,Asset Management & Custody Banks,United States,Luxembourg,United Kingdom
STANDARD BANK GROUP LIMITED,17713328025.0,2357894437.0,8.204086996,1.42809492,-46.94479012629586,5.8362933334500005,18.37880036,10.13186829,1.433367729,9672143655.485714,-156945042.0,7245628608.0,71009529083.70897,0.061909382,1.707693755,1.644917489,394648348.61,1.371663344,0.129942093,0.247255715,1.308739931,1675775231.0,1262213376,9.24,8.164,1.328,0.3740461927505998,0.1893943077647246,-1.0114194613733198,-0.4923014939548601,-0.6072083036605641,-0.1575794895692462,0.0977661102584227,0.0594862401354305,-0.3569504687781348,0.3185944734361393,-0.054433724967351,0.0150215246133432,0.1657980726069717,-1.6351663416139717,-0.839999829410261,0.0868720006702609,0.5850939759919512,-0.0041396912906584,0.2346914493103217,-0.2704283263590001,0.7120337370391793,1.0683982315575908,1.0399554558455983,-0.7951433263560483,0.939118004360875,-0.4095213413691952,South Africa,ZA,Financials,Diversified Banks,South Africa,United States,Ireland
STANDARD CHARTERED PLC,20385495213.0,2305000000.0,8.378447663,0.483726016,-46.94479012629586,5.8362933334500005,4.25263453,2.197637869,0.272737814,9672143655.485714,20668000000.0,-10653000000.0,71009529083.70897,0.041346106,4.880788666897561,1.644917489,394648348.61,0.642377,-0.081265812,0.3178778,1.088037773,2665056561.0,2661889536,7.216,2.241,2.043,0.4723796259151441,0.1792254572303012,-0.9830916180219348,-1.6249760624461826,-0.6072083036605641,-0.1575794895692462,-0.2433497441248237,-0.0325925252808193,-0.4815150682176594,0.3185944734361393,2.936577202635797,-0.1952813070452305,0.1657980726069717,-1.729515353421352,0.1131926441701539,0.0868720006702609,0.5850939759919512,-0.0060649219364676,-0.4486286126623065,0.4721023919524211,0.3769595578321144,1.3902019585490089,1.584735214751986,-1.0359039780151913,-0.6365567822997245,0.2305721073412561,United Kingdom,GB,Financials,Diversified Banks,United States,United Kingdom,Luxembourg
STANLEY BLACK & DECKER INC.,14609044449.0,-51100000.0,17.06307105,1.56625061,3.243999831,2.427862721,-0.625693146,1.035488819,-0.205961186,3581700000.0,859300000.0,7774800000.0,22385944449.0,0.646153846,2.163878389,1.042367788,270741179.5179233,-0.4,0.166041719,0.336133535,1.828443754,153311412.0,152633296,47.672,2.349,1.661,0.2390250435358011,-0.2956462470382398,-0.082494117631861,-0.38597141582063,0.0009542467160394,-0.2917818474283701,-0.3637860187327109,-0.0486291119510891,-0.5330498876994635,-0.2306563883888162,0.1765658147668665,0.0191868703484974,-0.1170291430069949,0.182235305268802,-0.6380313460982274,-0.7032261066444848,0.4661915567640387,-0.0092377481410644,0.3395109947234241,0.6285848469612585,1.355730455795308,-0.5090083837232419,-0.3664338043000738,1.4453915496635377,-0.5870252712802625,-0.086380843374334,United States of America,US,Industrials,Industrial Machinery & Supplies & Components,United States,Luxembourg,Ireland
STARBUCKS CORPORATION,106517000000.0,4293700000.0,25.37214776,23.960332203902954,3.43772938,7.232264147,22.8600544683617,26.58595351,14.95130215,10201000000.0,891700000.0,21080100000.0,127605000000.0,1.277495917,6.576443972,1.741770141,0.0,3.75,-0.113906099,0.22247807,1.052258781,1132200000.0,1108325760,29.84,1.453,1.341,1.6214645928742557,0.5588830583313958,0.3662376601015971,1.8738067737277435,0.006710751093995,-0.1005816955262796,0.2050329242127535,0.2179221146863896,1.0820948839999565,0.3646294611442267,0.1814710622670629,0.1230640098666424,0.4930058380730895,1.2193766089236393,0.3973200380583636,0.1821895062615874,-1.6387458146997609,0.0013623287663238,-0.5660995175507634,-0.59426653347218,0.3181796058825551,0.8005183304495044,0.9477067416285856,0.678869535319352,-1.0570639435207818,-0.3959150519119522,United States of America,US,Consumer Discretionary,Restaurants,United States,Ireland,Luxembourg
STATE STREET CORPORATION,22600511619.0,1944000000.0,10.70754484,1.035628081,-46.94479012629586,5.8362933334500005,8.086504729,4.325334724,0.649398371,9672143655.485714,3843000000.0,-75038000000.0,71009529083.70897,0.061352112,4.880788666897561,1.644917489,394648348.61,5.65,-0.139298468,0.299686878,1.484405916,301944043.0,283398912,47.466,2.465,1.589,0.5444995285116949,0.1096857785910262,-0.6594218924265296,-0.8573324939018001,-0.6072083036605641,-0.1575794895692462,-0.1501274461578683,-0.0057178656359848,-0.4410411320865042,0.3185944734361393,0.6136614641682417,-1.1451162448957457,0.1657980726069717,-1.6376827315326226,0.1131926441701539,0.0868720006702609,0.5850939759919512,0.0052765385174678,-0.6597283708882379,0.3030204434027213,0.9495834299173106,-0.0754658296154805,0.0257016554885004,1.4377763256554452,-0.5355622034286498,-0.1520855397310041,United States of America,US,Financials,Asset Management & Custody Banks,United States,Ireland,Luxembourg
STEADFAST GROUP LTD,4215162179.0,127350447.5,31.28552097,2.931338297,6.940124558,6.663843079,10.15593548,7.918099098,4.299218324,9672143655.485714,65233620.0,-368995770.0,3981880559.0,0.229140156,1.110670369,0.440944882,0.0,0.12385033,0.059723312,0.164070747,0.597262656,1106290675.0,1050808832,19.551,15.625,1.857,-0.6369151807278463,-0.2469803867088931,0.5871127673619173,0.3184698002731722,0.1192014840756469,-0.1239057877524063,-0.1000595517392654,0.0356072773540059,-0.0505809611349291,0.3185944734361393,0.0527439154319129,-0.047860050773278,-0.2251625649515103,-0.9678687143391316,-1.174883541378949,-2.1289284968184323,-1.6387458146997609,-0.0075603811333332,0.021569915428597,-1.5303944020733806,-0.5735035524513822,0.7848190980717726,0.9101212426683888,0.079225934829154,1.8468200591835005,0.0824420477192758,Australia,AU,Financials,Insurance Brokers,Australia,United States,Norway
STEEL DYNAMICS INC.,19814426752.0,2450882000.0,8.396841087,2.234710366,8.979556534,17.30778498,28.83895609,20.05410716,16.86285907,4045883000.0,-493965000.0,948959000.0,20736246752.0,1.293178394,8.82084132,4.171491331,0.0,14.72,0.044026945,0.351932334,1.496560256,161816470.0,151288144,41.666,2.426,2.335,0.452503272355582,0.2072593715868818,-0.9801427304844555,0.0201170325780307,0.1905610622673613,0.3316643875222461,0.3477130737462293,0.1579668361593035,1.2847989479705484,-0.1870569961121063,-0.2732227802617442,-0.0350280357834682,-0.1266782555887489,1.2389280777998968,0.6754189404356342,1.423570242234108,-1.6387458146997609,0.0213138401289502,-0.027861109151129,0.7542521469594382,0.9651872264261352,-0.4748527430273083,-0.3719294530124878,1.21335720092732,-0.5526708891916171,0.442970364654387,United States of America,US,Materials,Steel,United States,United Kingdom,Luxembourg
STERICYCLE INC.,4562328410.0,-4500000.0,65.03852718,1.842452335,3.518934174,5.048560966,-0.187578158,-0.390901521,-0.085012327,1012200000.0,-307400000.0,1745700000.0,6308728410.0,0.505861128,4.795160025,1.214758751,0.0,-0.05,-0.066982025,0.303130078,1.249460597,92523391.0,92101944,40.534,1.747,0.927,-0.5808847357299397,-0.2754215901213271,1.2742518289614009,-0.1992073016884393,0.0091407742528293,-0.1892907450900103,-0.3527830926780372,-0.0710747165804947,-0.5200173887322194,-0.4831607348849879,-0.1510215824800067,-0.0286098977163496,-0.2114015252353981,-0.144624890434338,0.0963506664835237,-0.4343878798029345,-1.6387458146997609,-0.0080964719852641,-0.3982436586148845,0.3360909879760045,0.6263654148485556,-0.8253370139466368,-0.6750347698137091,1.1670901224401704,-0.886280894164862,-0.8791270580760936,United States of America,US,Industrials,Environmental & Facilities Services,United States,United Kingdom,Luxembourg
STERIS PUBLIC LIMITED COMPANY,21555231125.0,549926000.0,38.18294209,3.488595251,2.142962105,5.438246612,9.180634935,6.462955967,5.052081568,2276549000.0,510970000.0,3419650000.0,24985976125.0,0.480263409,5.990378621,1.8303580760084035,104448000.0,5.55,0.083957084,0.255064316,0.976392627,98800161.0,98484552,42.017,5.665,2.681,0.5113976821323412,-0.1622268485438713,0.7869751725888147,0.500973985630147,-0.0305692511231398,-0.1736474658129975,-0.1236380524393573,0.0193245687298285,0.0297259191114455,-0.3559251965663777,0.1233370100592112,-0.0152413524290363,-0.1018324367953333,-0.209836060508937,0.3084056285097017,0.2637975889197567,0.1913970185673154,0.0050778439294739,0.0965667949423357,-0.1759711846969712,0.188894709742255,-0.7845422727497547,-0.6346820844473307,1.2275279743917364,0.4552999742477373,0.6681274367437608,Ireland,US,Health Care,Health Care Equipment,United States,United Kingdom,Luxembourg
